opid	operator	atype	remarks	phase_of_flt	ac_mass	num_engs	date	time_of_day	state	height	speed	effect	sky	species	birds_seen	birds_struck
BUS	BUSINESS	GULFAERO IV	NO DAMAGE. PART OF A/C STRUCK NOT REPTD.	Approach	4	2	8/16/1996 0:00:00	Day	PA	NA	NA	None	NA	UNKNOWN BIRD - SMALL	NA	2-10
AAL	AMERICAN AIRLINES	FK-100	FLT 840.	Approach	4	2	9/25/1996 0:00:00	Day	NC	1500	145	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
EGF	AMERICAN EAGLE AIRLINES	SAAB-340	NO DAMAGE OR INJURIES	Approach	3	2	4/23/1993 0:00:00	Dusk	NY	200	130	None	No Cloud	GULLS	2-10	2-10
ACA	AIR CANADA	A-320	NA	Approach	4	2	8/30/1994 0:00:00	Night	NJ	50	135	None	No Cloud	GULLS	NA	1
AAL	AMERICAN AIRLINES	B-727-200	NA	Approach	4	3	8/9/1993 0:00:00	Dusk	TN	10	130	None	Some Cloud	SPARROWS	NA	1
AAL	AMERICAN AIRLINES	A-300	NA	Take-off run	4	2	6/7/1994 0:00:00	Day	FL	0	NA	None	Some Cloud	BLACKBIRDS	NA	1
PVT	PRIVATELY OWNED	C-172	NO DAMAGE.	Approach	1	1	6/14/1993 0:00:00	Day	PA	50	55	None	No Cloud	GULLS	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-31 JETSTR	AFTER LDG AT ISP, RAMPER CALLED ATTN TO RT SIDE OF RADOME WHERE A  BIRD HAD IMPACTED. NO OTHER DAMAGE FOUND. BOTH ISP AND PVD TOWERS  WERE NOTIFIED. A/C OUT OF SERVICE 2.5 HRS.	NA	2	2	1/17/1995 0:00:00	Dawn	NA	NA	NA	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	IAI-1124	NO DAMAGE/INJURIES. BIRDS WERE UNEXPECTED & UNAVOIDABLE.	Landing Roll	3	2	5/31/1996 0:00:00	Day	LA	0	130	None	No Cloud	ROCK PIGEON	2-10	2-10
TWA	TRANS WORLD AIRLINES	DC-9	FLT 579	Take-off run	4	2	9/6/1995 0:00:00	Day	IA	0	NA	None	Overcast	UNKNOWN BIRD - SMALL	2-10	1
USA	US AIRWAYS	MD-80	SEVERAL ATTEMPTS TO REACH CAPT FAILED. NO INFO KNOWN. CAPT DID  NOT CALL DISPATCHER. INFO FROM TECH FOREMAN.  # BIRDS STRUCK NOT  REPTD, ASSUME 1.	Approach	4	2	4/11/1997 0:00:00	Day	PA	NA	NA	NA	Overcast	UNKNOWN BIRD	NA	1
EGF	AMERICAN EAGLE AIRLINES	BA-31 JETSTR	BURROWING OWL.	Landing Roll	2	2	12/6/1994 0:00:00	Night	CA	0	100	None	Some Cloud	BURROWING OWL	NA	1
AAL	AMERICAN AIRLINES	MD-82	NO DAMAGE. AA 288.	Approach	4	2	6/5/1993 0:00:00	Day	OK	50	127	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
RYN	RYAN INTL AIRLINES	B-727-100	NO DAMAGE NOTED BY PILOT. HIT ABOVE WINDSHIELD ON CO PILOT SIDE.	Landing Roll	4	3	6/5/1993 0:00:00	Day	TX	0	100	None	Some Cloud	GULLS	11-100	2-10
UAL	UNITED AIRLINES	B-737-200	HIT 3 SMALL BIRDS. NO DAMAGE TO A/C.FLT 1459	Landing Roll	4	2	8/27/1995 0:00:00	Dusk	CO	0	NA	None	NA	UNKNOWN BIRD - SMALL	NA	2-10
DAL	DELTA AIR LINES	B-727	FLT1957	Landing Roll	4	3	5/31/1995 0:00:00	Day	UT	0	NA	None	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	FK-100	FLT 1605, NO DAMAGE REPTD.	Approach	4	2	6/19/1995 0:00:00	Day	TX	NA	NA	None	NA	GULLS	NA	1
BUS	BUSINESS	C-340	2-3' LONG X 6-8" DEEP INDENTATION IN RT LEADING EDGE. BUCKLED  LOWER SKIN, POSSIBLE SPAR DAMAGE. LOSS OF REVENUE UNKN AT THIS  TIME.	Climb	2	2	5/17/1993 0:00:00	Day	TX	3	95	NA	No Cloud	VULTURES	NA	1
BUS	BUSINESS	RKWL AC-680	SEVERAL CATTLE WERE SEEN CROSSING RY UPON LANDING. PILOT APPLIED  FULL POWER, PITCHED THE NOSE UP TO T/O ATTITUDE & STEERED A/C TO  RT OF CENTER TO AVOID CALF WHILE RETRACTING FLAPS FOR T/O. CALF  RAN IN SAME DIRECTION AS A/C, THEN RIGHT.  CALF WAS HIT BY NOSE &  NOSE GEAR.  A/C WAS SPUN 25' DOWN A RAVINE & DESTROYED. NO INJURIES.  (ALSO MINOR INJURY REPTD)  TIME 0034Z. ARPT OPERATOR, HAROLD  MCGEHEE, ALLOWED HIS CATTLE TO ACCESS RY.  CATTLE GUARDS ARE CLOGGED WITH STONES & DIRT. NTSB REPT SAYS 2 INJURED.	Landing Roll	2	2	5/16/1993 0:00:00	Day	OK	0	74	Other	No Cloud	CATTLE	2-10	1
UAL	UNITED AIRLINES	B-737-300	HIT A BIRD ON LIFT-OFF. NO DAMAGE REPTD BUT PILOT CHOSE TO  RETN & LAND. A/C LANDED W/O INCIDENT AT 1205 MDT. (1803Z)	Take-off run	4	2	9/23/1993 0:00:00	Day	CO	0	NA	Precautionary Landing	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-757-200	BIRDS WERE SPARROW-LIKE	Approach	4	2	3/30/1992 0:00:00	Day	WA	2500	180	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	2-10
ASH	MESA AIRLINES	BE-1900	RAIN AND SNOW. OTHER PART STRUCK = OIL COOLER. NO DAMAGE.	Approach	3	2	3/28/1995 0:00:00	Day	WI	250	130	None	Overcast	GULLS	NA	1
PDT	PIEDMONT AIRLINES	BE-1900	NO DAMAGE.	Approach	3	2	9/17/1995 0:00:00	Day	MA	NA	NA	None	Overcast	GULLS	NA	1
BUS	BUSINESS	C-340	NO DAMAGE OR INJURIES TIME = 1335Z.	Climb	2	2	7/27/1993 0:00:00	Day	UT	4700	NA	Precautionary Landing	No Cloud	PIGEONS	NA	2-10
BUS	BUSINESS	CL-600	PILOT DID NOT RESPOND TO QUESTION ABOUT DAMAGE AND DID NOT RETURN  TO AIRPORT. AIRPORT SECURITY COULD NOT FIND ANY BIRD REMAINS.	Climb	3	2	9/24/1993 0:00:00	Dusk	TN	100	100	None	Some Cloud	UNKNOWN BIRD	NA	1
BTA	EXPRESSJET (CONTINENTAL EXPRS)	ATR-42	NA	Climb	3	2	6/10/1994 0:00:00	Day	NH	50	NA	None	Some Cloud	UNKNOWN BIRD	NA	1
COA	CONTINENTAL AIRLINES	B-737	STRIKE AREA UNKNOWN	Take-off run	4	2	6/11/1994 0:00:00	Dusk	LA	0	NA	NA	Some Cloud	EUROPEAN STARLING	NA	1
SKW	SKYWEST AIRLINES	MERLIN III	NA	Landing Roll	2	2	5/17/1994 0:00:00	Day	CA	0	100	None	Overcast	BLACKBIRDS	NA	1
BUS	BUSINESS	CITATION II	NO DAMAGE FOUND, BIRDS STRUCK LOWER NOSE SECTION JUST AFTER  ROTATION.  SUSPECT STARLINGS.	Climb	3	2	7/26/1995 0:00:00	Day	CT	5	110	None	Some Cloud	UNKNOWN BIRD - SMALL	11-100	2-10
UNK	UNKNOWN	UNKNOWN	NIGHT.	NA	NA	NA	9/9/1993 0:00:00	NA	IL	NA	NA	NA	NA	BARN SWALLOW	NA	1
UAL	UNITED AIRLINES	B-737	UNKNOWN WHAT PART STRUCK. FLT 1046	Take-off run	4	2	9/18/1995 0:00:00	Day	IL	0	NA	None	Some Cloud	FALCONS	NA	1
AAL	AMERICAN AIRLINES	MD-80	ENCOUNTERED SEVERAL HUNDRED BATS ON FINAL. DIDN'T APPEAR TO BE  ANY DAMAGE. NOSE # 542.	Approach	4	2	9/24/1995 0:00:00	Dusk	TX	2000	200	None	No Cloud	BATS	NA	11-100
PVT	PRIVATELY OWNED	C-210 CENTUR	PART OF A/C STRUCK UNKNOWN. NO APPARENT DAMAGE.	Approach	1	1	9/24/1994 0:00:00	Day	CT	1	75	None	Overcast	UNKNOWN BIRD - SMALL	11-100	1
BUS	BUSINESS	C-150	NA	NA	1	1	7/29/1994 0:00:00	Day	IA	NA	NA	None	Overcast	BLACKBIRDS	NA	1
AAL	AMERICAN AIRLINES	B-757-200	NO DAMAGE NOTED BY CREW AFTER LANDING	Climb	4	2	10/3/1992 0:00:00	Day	NA	35	150	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	FLT 1414. NORMAL LANDING.  DURING APPROACH #2 ENG INGESTED A  BIRD. ENG INDICATIONS NORMAL. MM REPLACED THE CDS OIL COOLER, FAN  BLADES 37 & 38 & BOROSCOPED ENG AND DID A VIBRATION CHECK.  ALL  SYSTEMS CHECKED OK.	Approach	4	2	1/9/1993 0:00:00	Day	CA	2000	175	None	Some Cloud	UNKNOWN BIRD - MEDIUM	2-10	2-10
BUS	BUSINESS	IAI ASTRA JT	NO KNOWN DAMAGE AT THIS TIME. BIRDS REPTD AS GEESE, ASSUME CAGO FROM LOCATION AND DATE.	Take-off run	2	2	4/16/1993 0:00:00	Day	NJ	0	NA	None	Overcast	CANADA GOOSE	NA	1
VJA	VALUJET	DC-9	FLT 225 HAD MINOR DAMAGE TO NOSE GEAR DOOR, A/C SHOULD DEPART  WITHIN 30 MINUTES AFTER TAXIING BACK TO GATE.	Take-off run	4	2	12/30/1994 0:00:00	Night	PA	0	NA	Aborted Take-off	NA	WHITE-TAILED DEER	NA	1
ASA	ALASKA AIRLINES	MD-82	FLT AS427.  BIRD STRUCK LH MAIN LANDING GEAR. RH HYUDRAULIC  SYSTEM FAILURE. EMERGENCY LANDING AT PDX W/O INCIDENT. DAMAGES  INCLUDE BENT FOLLOW UP ROD ON LH OUTBOARD LG DOOR & 2 SEVERED  HYD. LINES ON LH BUNGEE CYLINDER. (NOTE: HYD PRESS. SUPPLY FOR LH  BUNGEE CYLINDER IS SUPPLIED FROM RH HYD. SYSTEM)  FORM 8020-5  COMPLETED. TIME = 0830	Climb	4	2	3/11/1996 0:00:00	Day	CA	3000	180	Precautionary Landing	Some Cloud	CANADA GOOSE	2-10	1
AWE	AMERICA WEST AIRLINES	B-737	STRUCK A BIRD DURING DEPRTR. RETD TO LAS WITH LOSS OF CABIN  PRESSURE.  EXTENT OF DAMAGE UNKN. FLT 125	Climb	4	2	3/20/1996 0:00:00	Dusk	NV	NA	NA	Precautionary Landing	NA	UNKNOWN BIRD	NA	1
SWA	SOUTHWEST AIRLINES	B-737	FLT 436	Approach	4	2	1/11/1996 0:00:00	Day	TN	500	130	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
UNK	UNKNOWN	UNKNOWN	NA	NA	NA	NA	4/20/1993 0:00:00	NA	IL	NA	NA	NA	NA	MOURNING DOVE	NA	1
USA	US AIRWAYS	FK-100	HIT F/O'S WINDSHIELD WIPER. NO DAMAGE.	Landing Roll	4	2	7/30/1995 0:00:00	Day	AL	0	120	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
AWE	AMERICA WEST AIRLINES	A-320	NO INCIDENT	Take-off run	4	2	7/3/1995 0:00:00	Day	OH	0	NA	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	LEARJET-35	PILOT REPTD. NO DAMAGE TO A/C.	Take-off run	3	2	2/9/1994 0:00:00	Day	FL	0	NA	None	Some Cloud	EGRETS	NA	1
AAL	AMERICAN AIRLINES	MD-80	NA	Take-off run	4	2	8/28/1994 0:00:00	Day	FL	0	140	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	MD-82	NO DAMAGE. E-6 LOGBOOK WRITE UP. MAINT NOTIFIED.	Approach	4	2	9/15/1996 0:00:00	Night	IL	700	140	NA	Overcast	UNKNOWN BIRD - SMALL	NA	1
UPS	UPS AIRLINES	DC-8-70	RAIN. FLT 17 RETURNED TO BOSTON AFTER SHUTTING DOWN #4 ENG DUE TO VIBRATIONS & ENG. INDICATOR.  LANDED W/O INCIDENT.  TAIL CONE OF #4 ENG LANDED ON RY.  DAMAGE TO FAN BLADE & COWL ON #4 ENG. TIME  = 0248Z	Take-off run	4	4	4/12/1993 0:00:00	Night	MA	0	126	Engine Shut Down	Overcast	GULLS	NA	1
AAH*	ALOHA AIRLINES	B-737-200	NO DAMAGE. BIRD HIT RT SIDE COCKPIT WINDOW JUST AFTER LIFTOFF.	Climb	4	2	4/12/1993 0:00:00	Day	HI	50	140	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	MD-80	NO DAMAGE	Approach	4	2	8/18/1993 0:00:00	Day	GA	1000	140	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
DAL	DELTA AIR LINES	B-727	SAW 1 BIRD HIT CO-PILOT'S WINDSHLD AT 1620Z. HEARD 1 OR 2 OTHERS.  NO ABNML INDICATIONS ON ENGS OR AIRFRAME. POSTFLT INSPN FOUND NO  OTHER DAMAGE. AIRLINE MAINT WAS CONDUCTING A THOROUGH INSPN WHEN WE  LEFT A/C.	Approach	4	3	1/15/1996 0:00:00	Day	GA	200	130	None	No Cloud	BLACKBIRDS	NA	2-10
JIA	PSA AIRLINES	DORNIER 328	NO DAMAGE. GEAR DOORS STRUCK	Take-off run	3	2	9/22/1995 0:00:00	Day	PA	0	80	Aborted Take-off	Overcast	UNKNOWN BIRD - SMALL	2-10	2-10
PVT	PRIVATELY OWNED	C-172	A/C STRUCK 2 GEESE DURING DEPRT & RETD TO LAND WITH A BROKEN  WINDSHIELD.  A/C LANDED W/O FURTHER INCIDENT. EMERGENCY EQUIPMENT  WAS STANDING BY.  DAMAGE SUBSTANTIAL. BIRDS REPTD AS GEESE, ASSUME CAGO FROM DATE AND LOCATION.	Climb	1	1	3/21/1993 0:00:00	Day	IL	NA	NA	Precautionary Landing	NA	CANADA GOOSE	NA	2-10
MXA	MEXICANA	A-320	NO DAMAGE	Approach	4	2	10/25/1995 0:00:00	Night	NJ	400	140	None	No Cloud	BLACKBIRDS	NA	1
UAL	UNITED AIRLINES	B-737-300	FLT 2714 HIT A BIRD ON T/D. NO DAMAGE REPTD. TIME = 0234Z	Landing Roll	4	2	10/11/1996 0:00:00	Day	OR	0	NA	NA	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737	UNKN IF DAMAGE.FLT 1866.	Climb	4	2	10/11/1996 0:00:00	Day	FL	300	160	None	No Cloud	BLACKBIRDS	NA	1
ASQ	ATLANTIC SOUTHEAST	EMB-120	NA	Climb	3	2	5/30/1992 0:00:00	Day	NC	10	165	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
DAL	DELTA AIR LINES	B-727	NO APPARENT DAMAGE. A/C CONTD TO FRESNO. DIRECT HIT ON NOSE. TIME  = 2055Z.	Take-off run	4	3	5/26/1993 0:00:00	Day	UT	0	140	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	LEARJET-24	REG = LN 190SC.  PILOT REPTD. STRIKE ON ATC FREQ. - NO DAMAGE  REPTD.	Approach	3	2	3/22/1995 0:00:00	Night	FL	NA	NA	None	No Cloud	WOOD STORK	NA	1
UNK	UNKNOWN	BE-90  KING	NO DAMAGE/INJURY.	Climb	2	2	11/3/1996 0:00:00	Day	KY	NA	NA	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	B-737-200	DAMAGE TO CAPT'S SIDE WINDOW- TRIM STRIP BENT. VERY LITTLE  DAMAGE.	Approach	4	2	3/25/1995 0:00:00	Night	FL	1910	160	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UFS	UFS-UNITED EXPRESS	BA-ATP	RWY REPT AS 21, NOT CORRECT.	Approach	3	2	2/28/1996 0:00:00	Night	IL	200	115	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	MD-80	EXTENT OF DAMAGE NOT REPTD. FLT 217.	Take-off run	4	2	3/20/1993 0:00:00	Day	CA	0	129	NA	No Cloud	FALCONS	NA	1
AAL	AMERICAN AIRLINES	A-300	HIT A LG FLOCK OF GULLS W/ L FUSELAGE & RT WING. NO DAMAGE.	Approach	4	2	7/15/1992 0:00:00	Night	MA	500	138	NA	Overcast	GULLS	11-100	2-10
UAL	UNITED AIRLINES	B-737	PART OF A/C STRUCK UNKN	Landing Roll	4	2	9/29/1995 0:00:00	Day	IL	0	NA	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
PVT	PRIVATELY OWNED	C-150	DENT ON L WINGTIP. LOST $200 REVENUE.	Descent	1	1	9/18/1995 0:00:00	Day	FL	820	90	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	2-10	2-10
TWA	TRANS WORLD AIRLINES	B-727-200	TIME 2219Z	Approach	4	3	9/24/1994 0:00:00	Day	MO	325	138	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	DC-9-80	STRUCK JUST ABOVE CENTER W/S WITH NO DAMAGE.	Descent	4	2	10/31/1992 0:00:00	Day	FL	NA	250	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	FK-100	NO DAMAGE.	Approach	4	2	4/19/1993 0:00:00	Night	AL	200	145	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	2-10
UPS	UPS AIRLINES	B-757-200	NA	Climb	4	2	2/13/1993 0:00:00	Night	WA	100	200	NA	Some Cloud	GULLS	NA	1
USC	AIRNET EXPRESS	LEARJET-25	SUSPECT OWL.  ENGINE GUTTED. INNER WORKING COMPLETELY DESTROYED.  A/C RETD TO COLS TO LAND.	Climb	3	2	6/10/1993 0:00:00	Night	OH	200	150	Engine Shut Down	Some Cloud	OWLS	NA	1
EGF	AMERICAN EAGLE AIRLINES	SHORTS 360	FLT 5584	Take-off run	3	2	6/15/1994 0:00:00	Day	VI	0	140	None	Some Cloud	GULLS	NA	1
DAL	DELTA AIR LINES	MD-88	FLT2055 HAD STRIKE AFTER DEPTG RALEIGH. CONTD TO ATLANTA. LANDED  W/O INCIDENT. BIRD INGESTED INTO CORE. SLT VIBRATOIN. BORESCOPE  OK. REPALCED FAN ROTOR. ODOR IN CABIN.	Climb	4	2	3/6/1996 0:00:00	Day	NC	NA	NA	None	NA	RING-BILLED GULL	NA	1
DAL	DELTA AIR LINES	B-737-200	FLT 673	Landing Roll	4	2	12/18/1995 0:00:00	Dawn	GA	0	120	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
PVT	PRIVATELY OWNED	C-152	NA	NA	1	1	4/4/1995 0:00:00	Day	CA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
ASH	MESA AIRLINES	BE-1900	FLT 5558 NO KNOWN DAMAGE, PILOT REPTD HE MAY HAVE STRUCK A BIRD.  RY INSPN FOUND A DEAD BIRD.	Take-off run	3	2	5/18/1995 0:00:00	Day	FL	0	NA	None	No Cloud	WHITE IBIS	NA	1
SKX	SKYWAYS EXPRESS	BE-1900	RETURNED TO MILWAUKEE FOR PRECAUTIONARY LANDING/CHECK FOR  DAMAGE. NO DAMAGE FOUND.	Climb	3	2	8/31/1995 0:00:00	Day	WI	500	170	Precautionary Landing	Some Cloud	SPARROWS	11-100	2-10
PJE	PRIVT JET EXPED	MD-80	FLT 305, PART OF A/C STRUCK UNKNOWN	Take-off run	4	2	6/12/1994 0:00:00	Day	VI	0	NA	None	Some Cloud	GULLS	NA	1
UPS	UPS AIRLINES	B-727	NO DAMAGE	Approach	4	3	5/8/1993 0:00:00	Night	KY	2500	150	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
ASQ	ATLANTIC SOUTHEAST	EMB-110	FLT 943	Landing Roll	2	2	1/28/1995 0:00:00	Night	TX	0	NA	None	No Cloud	UNKNOWN BIRD - LARGE	NA	1
EGF	AMERICAN EAGLE AIRLINES	BA-31 JETSTR	NO DAMAGE	Take-off run	2	2	7/9/1995 0:00:00	Day	GA	0	NA	None	No Cloud	ROCK PIGEON	NA	1
SWA	SOUTHWEST AIRLINES	B-737	NO DAMAGE NOTED	Climb	4	2	8/9/1993 0:00:00	Day	CA	6	NA	None	No Cloud	UNKNOWN BIRD	NA	1
DAL	DELTA AIR LINES	B-737-200	DAMAGE UNKNOWN, PROBABLY NOT.	En Route	4	2	3/14/1995 0:00:00	Night	KY	6000	200	NA	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	NA	Descent	4	2	3/14/1995 0:00:00	Night	KY	NA	205	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	LOCKHD 1329	ATIS WARNING. OTHER STRUCK = RT INBOARD FLAPS	Approach	3	4	11/14/1992 0:00:00	Day	GA	50	140	None	No Cloud	UNKNOWN BIRD - SMALL	11-100	2-10
USA	US AIRWAYS	B-737-400	BIRD STRUCK L SIDE ABOVE AOA VANE. NO OTHER DAMAGE TO A/C	Descent	4	2	9/11/1995 0:00:00	Night	DC	NA	NA	None	Some Cloud	UNKNOWN BIRD - LARGE	NA	1
DAL	DELTA AIR LINES	MD-88	FLT653 HAD NO DAMAGE.	Landing Roll	4	2	9/8/1993 0:00:00	Day	LA	0	90	None	Some Cloud	SPARROWS	NA	2-10
PVT	PRIVATELY OWNED	C-421	NA	Landing Roll	2	2	9/28/1994 0:00:00	Day	NY	0	65	None	Overcast	GULLS	NA	1
USA	US AIRWAYS	DC-9-30	NA	Climb	4	2	2/21/1996 0:00:00	Day	NC	50	170	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
DAL	DELTA AIR LINES	B-727	FLT 1011, NO REPTD DAMAGE.	Approach	4	3	12/13/1995 0:00:00	Day	AZ	NA	NA	None	NA	UNKNOWN BIRD	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-30	STRIKE AFT OF RADOME ON PILOT'S SIDE. INSTALLED MISSING RIVETS &  RESHAPED SKIN.	En Route	4	2	4/6/1993 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	FK-28-4000	AT RW 31 OVER DIKE, 1 GULL HIT NOSE OF A/C.	Approach	4	2	10/5/1994 0:00:00	Night	NY	50	130	None	No Cloud	GULLS	NA	1
USA	US AIRWAYS	B-737-300	A/C STRUCK LGE FLOCK OF GEESE, SLIGHT DAMAGE TO L INBOARD LE.	Climb	4	2	10/5/1994 0:00:00	Day	NY	4900	200	None	Overcast	CANADA GOOSE	11-100	11-100
UNK	UNKNOWN	UNKNOWN	DAY. BIRD FOUND ON RY 4/22, BAGGED, TAGGED & SENT TO USDA	NA	NA	NA	8/10/1993 0:00:00	NA	NJ	NA	NA	NA	NA	BARN SWALLOW	NA	1
QXE	HORIZON AIR	DORNIER 328	A/C INSPN FOUND NO DAMAGE.	Approach	3	2	11/12/1995 0:00:00	Day	OR	1500	NA	None	Overcast	GULLS	2-10	1
JAL	JAPAN AIRLINES	B-747-1/200	NO DAMAGE	Approach	5	4	6/19/1993 0:00:00	Day	WA	500	160	None	No Cloud	GULLS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	NA	Descent	4	2	3/29/1993 0:00:00	Night	TX	3500	250	None	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
USA	US AIRWAYS	MD-80	NO DAMAGE TOFLT 872.	Landing Roll	4	2	8/31/1992 0:00:00	Day	PA	0	NA	NA	No Cloud	EUROPEAN STARLING	NA	1
ASA	ALASKA AIRLINES	B-737-400	NA	Approach	4	2	3/14/1995 0:00:00	Night	OR	2500	190	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	MD-80	SUSPECTED STRIKE, NO DAMAGE FOUND	Approach	4	2	4/21/1993 0:00:00	Night	TX	NA	NA	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
PVT	PRIVATELY OWNED	AGUSTA 109	LEFT WINDSCREEN, LEFT UPPER WINDSCREEN, UPPER WINDSCREEN FRAME &  EXHAUST STACK DAMAGED.  TIME  = 1108 LCL.	En Route	2	2	1/14/1993 0:00:00	Day	NJ	1000	140	Precautionary Landing	Overcast	GULLS	NA	1
USA	US AIRWAYS	B-757-200	LRG FLOCK PIGEONS WERE INGESTED BY BOTH ENGS. AT LEAST 10 WERE INGESTED IN #1 ENG & SOME IN #2 ENG.  SHUT DOWN #1 & ABTD T/O 3/4  OF WAY DOWN RWY. A/C PERFORMED WELL & STOPPED WELL BEFORE END OF RWY. ARFF ESCORTED A/C TO GATE. SMOKE FROM  #1  ENG. CAPT NOT SURE IF OTHER AREAS WERE HIT. EXTENT OF DAMAGE NOT  REPTD, ASSUME TO BE SUBSTANTIAL.	Take-off run	4	2	9/2/1995 0:00:00	Day	CA	0	115	Engine Shut Down	No Cloud	ROCK PIGEON	11-100	2-10
AMW	AIR MIDWEST	BE-1900	PILOT ABORTED T/O, TAXIED BACK TO TERMINAL. REPORTED NO DAMAGE  AND DEPARTED TO MCI.	Take-off run	3	2	6/19/1995 0:00:00	Day	NE	0	NA	Aborted Take-off	No Cloud	UNKNOWN BIRD	NA	1
UAL	UNITED AIRLINES	B-737	PART STRUCK UNKNOWN	Take-off run	4	2	8/24/1995 0:00:00	Day	IA	0	NA	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SDU	WESTAIR COMMUTER	BA-31 JETSTR	BIRD SMALL TO MED. YELLOW	Approach	2	2	2/9/1994 0:00:00	Day	CA	20	110	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	MD-83	NO VISIBLE DAMAGE BY PILOT	Landing Roll	4	2	11/28/1992 0:00:00	Dusk	TX	0	125	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-500	NO DAMAGE	Approach	4	2	10/13/1992 0:00:00	Day	TX	200	130	NA	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	B-757-200	NA	Approach	4	2	4/20/1995 0:00:00	Night	NY	3000	180	None	No Cloud	SPARROWS	NA	1
BUS	BUSINESS	MU2	RAN INTO LARGE FLOCK OF GULLS ON T/O ROLL. INGESTED BIRD IN #2  ENG.  ENG. FLAMED OUT. T/O ABORTED. INSUFFICIENT RY REMAINED TO  STOP A/C SO WENT OFF END OF RY INTO FIELD. MAJOR ENG. DAMAGE,  LIGHT FUSELAGE DAMAGE, NO INJURIES.	Take-off run	2	2	6/27/1995 0:00:00	Day	IL	0	110	Engine Shut Down	Overcast	GULLS	NA	2-10
AWE	AMERICA WEST AIRLINES	A-320	FLT 843	Climb	4	2	5/23/1995 0:00:00	Day	OH	300	130	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	C-310	DAMAGED L.E. RIGHT WING.	Approach	2	2	10/24/1994 0:00:00	Night	WA	50	NA	NA	No Cloud	CANADA GOOSE	NA	1
BUS	BUSINESS	MERLIN IV	RT ENG INGESTED A GULL. EXTENT OF DAMAGE NOT REPTD. ASSUME   MINOR.	Climb	2	2	12/27/1995 0:00:00	Day	CA	100	NA	NA	Some Cloud	GULLS	NA	2-10
SWA	SOUTHWEST AIRLINES	B-737-200	NA	Take-off run	4	2	8/22/1994 0:00:00	Day	MD	0	140	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
GOV	GOVERNMENT	BE-300 KING	FLT 79. NO DAMAGE	Approach	1	2	11/2/1995 0:00:00	Day	GA	NA	NA	None	Overcast	UNKNOWN BIRD - LARGE	NA	1
