name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
Barnes County	North Dakota	11775	11066	14.7289896981746	12	68.1	24.9	26152	41773
Benson County	North Dakota	6964	6660	21.284984984985	35.6	62.1	13.2	14545	30479
Billings County	North Dakota	888	783	24.9642401021711	8.3	83.1	8.8	28666	51923
Bottineau County	North Dakota	7149	6429	17.8743194898118	13.6	77.9	6.5	26277	40227
Bowman County	North Dakota	3242	3151	13.0266582037448	6.7	80.2	6.2	27354	48063
Burke County	North Dakota	2242	1968	23.9684959349593	5.8	82.9	5.5	32347	50800
Burleigh County	North Dakota	69416	81308	14.5437349338318	9.4	70.3	30.2	28784	53465
Cass County	North Dakota	123138	149778	7.4013873866656	12.8	53.6	44.2	28184	47600
Cavalier County	North Dakota	4831	3993	25.1575256699224	8.2	83.9	11.3	26468	48786
Dickey County	North Dakota	5757	5289	17.9219134051806	11	72.9	18.3	21824	37179
Divide County	North Dakota	2283	2071	23.0593915982617	14	81	7.3	28462	48152
Dunn County	North Dakota	3600	3536	16.6875	8.6	84.9	4.5	24832	48707
Eddy County	North Dakota	2757	2385	14.7740041928721	15.4	81.6	10.5	20302	38404
Emmons County	North Dakota	4331	3550	18.1245070422535	16.1	84.1	6.9	21358	35615
Foster County	North Dakota	3759	3343	45.8444510918337	7.3	75.8	15.7	27945	41066
Golden Valley County	North Dakota	1924	1680	15.0077380952381	13	79.7	9.9	21899	33333
Grand Forks County	North Dakota	66109	66861	10.2543635303091	17.5	54.4	39.3	24276	44242
Grant County	North Dakota	2841	2394	19.4365079365079	13	81.8	7.3	25840	39500
Griggs County	North Dakota	2754	2420	20.7400826446281	11.4	79	9	24122	40085
Hettinger County	North Dakota	2715	2477	34.5756964069439	11	82.3	7.8	24928	38393
Kidder County	North Dakota	2753	2435	21.4845995893224	17.9	71	6.3	23502	34250
LaMoure County	North Dakota	4701	4139	23.395022952404	9.1	83.6	9.6	27056	46098
Logan County	North Dakota	2308	1990	19.8457286432161	10.9	82.8	5.7	21654	41741
McHenry County	North Dakota	5987	5395	14.9366079703429	12.3	76.9	7.9	22911	36944
McIntosh County	North Dakota	3390	2809	20.2556069775721	13.9	83.2	5.7	22608	34904
McKenzie County	North Dakota	5737	6360	11.5424528301887	10	68.4	7.4	27605	48480
McLean County	North Dakota	9311	8962	21.028899799152	9.3	79.3	8	27029	52922
Mercer County	North Dakota	8644	8424	8.67865622032289	6.2	78.8	16.6	30616	60191
Morton County	North Dakota	25303	27471	11.4296530887117	8.2	79.2	17.1	25303	50591
Mountrail County	North Dakota	6631	7673	19.4900299752378	16.5	72.4	7.7	25762	53912
Nelson County	North Dakota	3715	3126	22.8947536788228	9.9	82.6	9.7	22838	39071
Oliver County	North Dakota	2065	1846	11.7898158179848	9.7	85.8	3.1	29348	62308
Pembina County	North Dakota	8585	7413	24.2854444894105	8	79.6	12.9	27019	48502
Pierce County	North Dakota	4675	4357	16.1225613954556	12.9	70.6	16.4	18575	37091
Ramsey County	North Dakota	12066	11451	15.3455593397957	11.5	65.5	30.3	24130	41792
Ransom County	North Dakota	5890	5457	16.131940626718	9.4	74.7	14	21995	46044
Renville County	North Dakota	2610	2470	15.3874493927126	5.9	75.8	8.7	26856	49583
Richland County	North Dakota	17998	16321	12.071809325409	10.7	73.7	23.2	24342	47131
Rolette County	North Dakota	13674	13937	14.8964626533687	31.8	74	9.2	13632	28265
Sargent County	North Dakota	4366	3829	19.2648211021154	7.8	77.7	10.2	26553	49318
Sheridan County	North Dakota	1710	1321	24.2641937925814	18.9	86.1	4.4	24286	37727
Sioux County	North Dakota	4044	4153	21.7515049361907	47.2	50	11.3	13542	30990
Slope County	North Dakota	767	727	43.7757909215956	10.5	79.5	3.2	24824	43625
Stark County	North Dakota	22636	24199	9.31852555890739	10	72.7	21.9	25282	49536
Steele County	North Dakota	2258	1975	25.420253164557	4.2	80.7	6.1	27728	44191
Stutsman County	North Dakota	21908	21100	12.4330805687204	12.1	68.7	24.3	23307	44620
Towner County	North Dakota	2876	2246	23.8717720391808	10.3	79	14.5	24203	43684
Traill County	North Dakota	8477	8121	12.4966137175225	9.2	75	17.3	23340	44290
Walsh County	North Dakota	12389	11119	11.9836316215487	9.9	74.2	15.2	23829	44139
Ward County	North Dakota	58795	61675	12.5276692338873	9.4	64.4	25.1	25326	48793
Wells County	North Dakota	5102	4207	18.396006655574	10.3	76.1	9.8	23531	40136
Williams County	North Dakota	19761	22398	8.49415126350567	8.7	71.2	18.7	29153	55396
Adams County	Ohio	27330	28550	10.971523642732	23	72.8	5.9	17693	32791
Allen County	Ohio	108473	106331	10.9590994159746	16.3	71.2	17.6	21713	43632
Ashland County	Ohio	52523	53139	5.35683772746947	15.6	78.8	12	20558	44542
Ashtabula County	Ohio	102728	101497	7.56628274727332	15.7	72.8	15.1	19898	42139
Athens County	Ohio	62223	64757	8.01882421977547	30.3	58.6	23.6	16642	31559
Auglaize County	Ohio	46611	45949	6.11634638403447	7.2	77.9	12	25290	52018
Belmont County	Ohio	70226	70400	8.1934375	15.2	74.4	15.6	20266	38320
Brown County	Ohio	42285	44846	6.18561298666548	12.4	79.7	8.1	20167	45887
Butler County	Ohio	332807	368130	5.49266020155923	12.8	70.9	21.9	25892	54788
Carroll County	Ohio	28836	28836	5.39381328894437	12.6	81.7	5.6	21575	43148
Champaign County	Ohio	38890	40097	6.376412200414	12.9	75.3	14.7	23438	49246
Clark County	Ohio	144742	138333	8.67593415887749	15.9	70.2	18.7	22110	44141
Clermont County	Ohio	177977	197363	4.19901906639036	9.3	77.1	18.9	27900	58472
Clinton County	Ohio	40543	42040	7.44376784015224	14	70.2	16.7	22163	46261
Columbiana County	Ohio	112075	107841	8.39822516482599	16	74.7	13.2	19635	39502
Coshocton County	Ohio	36655	36901	6.47836102002656	17	74.6	10.4	19635	39469
Crawford County	Ohio	46966	43784	7.91508313539192	13	72.9	15	20590	41228
Cuyahoga County	Ohio	1393978	1280122	10.7759471362886	16.4	62.4	35.3	26263	43603
Darke County	Ohio	53309	52959	6.57863630355558	10.6	77.8	10.6	21483	44280
Defiance County	Ohio	39500	39037	6.79790967543612	12.7	78.6	11.1	22139	44480
Delaware County	Ohio	109989	174214	3.26683848599998	4.6	83.2	13.2	40682	87908
Erie County	Ohio	79551	77079	8.06313003541821	12.5	72.8	20.2	25290	46593
Fairfield County	Ohio	122759	146156	4.69564711677933	10.4	75.8	14.8	26130	56796
Fayette County	Ohio	28433	29030	6.95780227351016	17.4	64.6	16.7	20525	39599
Franklin County	Ohio	1068978	1163414	12.5772846123564	17	57.3	34.5	26909	49087
Fulton County	Ohio	42084	42698	6.01543397817228	10.5	80.9	12.4	22804	50717
Gallia County	Ohio	31069	30934	9.67750695028124	21.3	73	8.5	20199	37409
Geauga County	Ohio	90895	93389	3.88087462120807	7.6	87	6.1	32735	65663
Greene County	Ohio	147886	161573	18.8246365419965	11.4	68.5	21.6	28328	56679
Guernsey County	Ohio	40792	40087	8.13353456232694	17.3	71.9	11.9	19187	37573
Hamilton County	Ohio	845303	802374	12.5687086072081	15.4	61.2	37.4	28799	48234
Hancock County	Ohio	71295	74782	5.37205477253885	11.4	71.1	21.4	25158	49070
Hardin County	Ohio	31945	32058	5.86727181982656	16.2	69.6	16.5	19100	41343
Harrison County	Ohio	15856	15864	9.02262985375693	18.4	77.7	7.2	19318	35363
Henry County	Ohio	29210	28215	7.49618996987418	10.6	79.4	11.2	22638	48367
Highland County	Ohio	40875	43589	7.06779233292803	16.2	73.8	9.8	18966	39844
Hocking County	Ohio	28241	29380	11.3143294758339	15.3	75.5	8.7	19048	39586
Holmes County	Ohio	38943	42366	2.76677052353302	13.3	78.8	5.7	17009	43533
Huron County	Ohio	59487	59626	6.78566397209271	14.5	74.6	16.2	21743	47058
Jackson County	Ohio	32641	33225	9.31358916478555	23.3	68.6	11.5	18775	34044
Jefferson County	Ohio	73894	69709	10.6088023067323	17.7	72.9	14.9	20470	37527
Knox County	Ohio	54500	60921	5.93844487122667	13.1	75.1	13.5	21204	45655
Lake County	Ohio	227511	230041	6.15864997978621	8.1	77	18.3	28221	54896
Lawrence County	Ohio	62319	62450	9.56939951961569	19.4	73.4	9.4	19452	36461
Licking County	Ohio	145491	166492	6.31546861110444	11.1	74.4	16.9	25534	53291
Logan County	Ohio	46005	45858	7.10576126302935	14.8	73	12.9	22974	46493
Lorain County	Ohio	284664	301356	6.42357875735011	13.1	74.2	17.5	25002	52066
Lucas County	Ohio	455054	441815	8.14567183096998	18	65	26.4	23981	42072
Madison County	Ohio	40213	43435	6.03941521814205	11.7	71.3	15.2	23980	50533
Mahoning County	Ohio	257555	238823	10.7800086256349	16.6	72.3	19	22824	40123
Marion County	Ohio	66217	66501	7.32070194433166	17.3	71.4	16.9	19849	40511
Medina County	Ohio	151095	172332	4.42403036000279	6.3	81.8	13.4	29986	66193
Meigs County	Ohio	23072	23770	8.44257467395877	20.8	80.2	5.9	18003	33407
Mercer County	Ohio	40924	40814	4.11567109325232	8.3	81.2	12.2	22348	49719
Miami County	Ohio	98868	102506	6.5847755253351	9.5	71.3	17.7	25006	51507
Monroe County	Ohio	15180	14642	8.84851796202705	17.3	79.9	4.8	18738	37030
Montgomery County	Ohio	559062	535153	10.0888979413364	15.7	64.5	26.7	24828	43965
Morgan County	Ohio	14897	15054	7.72372791284708	19.1	79	5.1	18777	34962
Morrow County	Ohio	31628	34827	4.32569558101473	10.8	82.1	6.2	20795	49891
Muskingum County	Ohio	84585	86074	7.75126054325348	16.6	70.1	17.1	20561	39538
Noble County	Ohio	14058	14645	5.22847388187095	14.9	78.2	4.5	20029	39500
Ottawa County	Ohio	40985	41428	7.55889736410157	9	82.1	12.6	27809	53463
Paulding County	Ohio	20293	19614	6.9460079535026	11	81.5	8.9	20919	46459
Perry County	Ohio	34078	36058	7.1909423706251	18.5	73.9	8.5	18916	42388
Pickaway County	Ohio	52727	55698	6.12747315882078	12.4	74.6	10.1	21432	49262
Pike County	Ohio	27695	28709	19.4849002055105	23.6	70.8	8.4	17494	35912
Portage County	Ohio	152061	161419	5.44000396483685	13.5	69.1	22.1	25097	50447
Preble County	Ohio	42337	42270	5.97004968062456	9.4	78.7	8.6	23290	49780
Putnam County	Ohio	34726	34499	4.54091422939795	7.1	83.8	8.4	24023	56573
Richland County	Ohio	128852	124475	7.37433219521992	12.4	71.2	18.9	21459	42664
Ross County	Ohio	73345	78064	9.15183695429391	17.3	73.3	12.1	20595	42626
Sandusky County	Ohio	61792	60944	6.55633040168023	10.9	75.7	15.3	22286	48056
Scioto County	Ohio	79195	79499	10.3951496245236	20.8	69.5	14.7	17778	32812
Seneca County	Ohio	58683	56745	7.34778394572209	11.9	75.1	13.1	20976	42573
Shelby County	Ohio	47910	49423	5.02974323695445	11.9	75.3	15.1	21948	48475
Stark County	Ohio	378098	375586	7.26630918085339	12.7	71	18.5	24015	44941
Summit County	Ohio	542899	541781	7.63100957767068	13.8	69.5	22.5	26676	47926
Trumbull County	Ohio	225116	210312	7.98560709802579	15.4	74.6	17	21854	42296
Tuscarawas County	Ohio	90914	92582	6.41431379749843	12.8	74.7	13.9	20536	42081
Union County	Ohio	40909	52300	3.62068833652008	6.4	77.5	14.3	27389	68452
Van Wert County	Ohio	29659	28744	5.65352769273588	8.8	82.8	8	20772	44415
Vinton County	Ohio	12806	13435	7.1513956084853	19.5	76.3	4.9	16736	34242
Warren County	Ohio	158383	212693	3.76666368897895	6	79.9	15.3	31935	71274
Washington County	Ohio	63251	61778	8.04601961863447	15.2	74.7	13.8	22786	41654
Wayne County	Ohio	111564	114520	6.08219524973804	9.9	75.7	16.1	22645	48375
Williams County	Ohio	39188	37642	6.06994846182456	11.8	76.7	14.2	21381	44538
Wood County	Ohio	121065	125488	5.34753123804667	12.2	69.2	23.7	26671	53298
Wyandot County	Ohio	22908	22615	7.02078266637188	8.2	74.8	13.6	22553	47216
Adair County	Oklahoma	21038	22683	10.3586386280474	26.5	71.8	6.2	13732	29811
Alfalfa County	Oklahoma	6105	5642	11.2970577809287	11.1	80.6	1.7	21029	42500
Atoka County	Oklahoma	13879	14182	9.21985615569031	22.5	76.5	3.8	15772	31179
Beaver County	Oklahoma	5857	5636	7.11834634492548	12.4	72.8	3.9	23525	49743
Beckham County	Oklahoma	19799	22119	7.75866901758669	16	65.1	13.6	21144	43642
Blaine County	Oklahoma	11976	11943	9.54642887046806	14.8	73.8	6.7	19445	41421
Bryan County	Oklahoma	36534	42416	10.3264569973595	19.1	66.5	10.6	19103	37230
Caddo County	Oklahoma	30150	29600	12.1980743243243	20.9	71.6	7.1	16787	36413
Canadian County	Oklahoma	87697	115541	5.64118364909426	7.9	77.8	11	26970	60489
Carter County	Oklahoma	45621	47557	8.98059171099943	16.5	70.8	8.2	20192	38385
Cherokee County	Oklahoma	42521	46987	9.27424606806138	26.3	66.5	14.6	16084	32322
Choctaw County	Oklahoma	15342	15205	15.6572837882276	24.6	68.1	8.2	17231	27549
Cimarron County	Oklahoma	3148	2475	30.8056565656566	21.8	76.7	4.8	18358	34096
Cleveland County	Oklahoma	208016	255755	5.73588786142988	12.1	68.4	19.8	25831	52688
Coal County	Oklahoma	6031	5925	11.0035443037975	21.6	70.9	5.2	17338	31764
Comanche County	Oklahoma	114996	124098	20.0713790713791	17.4	58.8	18.5	20778	44012
Cotton County	Oklahoma	6614	6193	12.9954787663491	13.1	73	4.8	20948	44144
Craig County	Oklahoma	14950	15029	10.208397098942	17.1	78.8	5.2	18784	39836
Creek County	Oklahoma	67367	69967	6.16096159618106	15.4	74.9	7.6	21891	42314
Custer County	Oklahoma	26142	27469	6.94539298845972	16.9	65	15	22003	42108
Delaware County	Oklahoma	37077	41487	7.03413117362065	21.2	76.6	4.5	20142	34383
Dewey County	Oklahoma	4743	4810	11.6592515592516	13.6	82	2.2	21055	39940
Ellis County	Oklahoma	4075	4151	10.1247892074199	13.9	81.3	1.1	23767	43032
Garfield County	Oklahoma	57813	60580	10.6253714097062	16.8	67.5	10.8	22812	40636
Garvin County	Oklahoma	27210	27576	18.7948578474035	15.8	75.2	6.8	20176	37785
Grady County	Oklahoma	45516	52431	6.50943144323015	14.8	77.4	7.4	21687	45260
Grant County	Oklahoma	5144	4527	16.5511376187321	10.3	77.5	2.7	22204	42043
Greer County	Oklahoma	6061	6239	12.3192819362077	15.6	69.5	7.8	13241	35096
Harmon County	Oklahoma	3283	2922	15.5112936344969	26.9	73.6	2.8	17677	31679
Harper County	Oklahoma	3562	3685	8.84396200814111	12.5	79.4	4.3	23693	39946
Haskell County	Oklahoma	11792	12769	10.9276372464563	12.3	76.7	3.9	18735	37474
Hughes County	Oklahoma	14154	14003	10.933014354067	21.9	77.9	3	18083	32677
Jackson County	Oklahoma	28439	26446	17.0560387204114	18.3	62.1	12.2	21249	41437
Jefferson County	Oklahoma	6818	6472	11.5585599505562	16.7	77.9	7.3	17491	32750
Johnston County	Oklahoma	10513	10957	10.7696449758145	19.9	74	6.1	18451	34556
Kay County	Oklahoma	48080	46562	18.1321463854645	17.9	71.3	10.5	21167	39505
Kingfisher County	Oklahoma	13926	15034	10.1895037914061	12	77.6	3.7	23481	49104
Kiowa County	Oklahoma	10227	9446	14.2579928011857	20.2	66.4	7.4	18921	32565
Latimer County	Oklahoma	10692	11154	8.72135556750941	13.9	73.6	3.3	20353	42639
Le Flore County	Oklahoma	48109	50384	10.1943871070181	20.7	73.4	4.3	17357	36335
Lincoln County	Oklahoma	32080	34273	6.76666763924955	14.8	79.3	3.5	20774	42282
Logan County	Oklahoma	33924	41848	5.7358296692793	15	77.7	4	25090	48683
Love County	Oklahoma	8831	9423	7.82839859917224	14.2	76	3.1	20817	41629
McClain County	Oklahoma	27740	34506	5.98730655538167	9.4	81.7	2.8	23556	53708
McCurtain County	Oklahoma	34402	33151	12.2999306204941	27.7	67.4	5.5	17456	31082
McIntosh County	Oklahoma	19456	20252	10.8051056685759	22.5	78.3	3.3	16095	30620
Major County	Oklahoma	7545	7527	7.78118772419291	10.3	81	4.2	24897	46748
Marshall County	Oklahoma	13184	15840	7.55637626262626	14.4	76.5	3	18794	40419
Mayes County	Oklahoma	38369	41259	6.70217407111176	16.9	74.9	6.5	19975	41228
Murray County	Oklahoma	12623	13488	9.55516014234875	15.5	79.8	4.7	20634	40870
Muskogee County	Oklahoma	69451	70990	13.3414706296661	19.1	68.8	13.4	19161	37002
Noble County	Oklahoma	11411	11561	8.55643975434651	13.5	74.5	3.3	20032	39515
Nowata County	Oklahoma	10569	10536	8.21526195899772	17.6	79.2	6.5	20752	37500
Okfuskee County	Oklahoma	11814	12191	10.5320318267574	24.6	71.5	6.1	15046	33286
Oklahoma County	Oklahoma	660448	718633	13.2269447687484	16.8	61.7	24.4	25723	42916
Okmulgee County	Oklahoma	39685	40069	10.1831340936884	20.3	71.9	8.4	19071	37820
Osage County	Oklahoma	44437	47472	6.02850101112235	12.6	79.7	6.4	21446	41125
Ottawa County	Oklahoma	33194	31848	11.0126224566692	18.2	75	8.4	17638	35483
Pawnee County	Oklahoma	16612	16577	8.88749472160222	18.2	76.2	3.3	19520	40059
Payne County	Oklahoma	68190	77350	7.00398190045249	23.4	53.9	25.2	19540	34752
Pittsburg County	Oklahoma	43953	45837	11.1275170713616	16.7	71.4	7	20714	39245
Pontotoc County	Oklahoma	35143	37492	9.86493118531953	20.5	65.3	12.1	21136	37484
Pottawatomie County	Oklahoma	65521	69442	8.9198755796204	17.3	73.3	9.8	19437	40085
Pushmataha County	Oklahoma	11667	11572	18.3513653646733	27.1	74.2	5.5	15460	26742
Roger Mills County	Oklahoma	3436	3647	9.27118179325473	11.6	77.6	2.1	28427	48917
Rogers County	Oklahoma	70641	86905	5.89261837638801	9.5	78.9	6.6	25358	57443
Seminole County	Oklahoma	24894	25482	11.3607644611883	23.8	72.4	7.8	17032	32985
Sequoyah County	Oklahoma	38972	42391	8.67073199499894	20.9	72.4	6.6	18049	36357
Stephens County	Oklahoma	43182	45048	8.43735570946546	12.2	75	7.1	22790	43524
Texas County	Oklahoma	20107	20640	7.37994186046512	15.6	68.5	10.1	21356	44623
Tillman County	Oklahoma	9287	7992	14.9366866866867	21.1	72.2	6.4	15894	29832
Tulsa County	Oklahoma	563299	603403	7.11856752452341	15.1	62.1	25.5	26769	45613
Wagoner County	Oklahoma	57491	73085	3.71111719231032	11.7	83.1	4.6	24049	55487
Washington County	Oklahoma	48996	50976	6.61699623352166	13.2	74.3	11.5	26663	44823
Washita County	Oklahoma	11508	11629	10.5174993550606	16.9	74.8	3.7	21511	43039
Woods County	Oklahoma	9089	8878	10.5439288127957	12.1	68.4	11.5	24292	48076
Woodward County	Oklahoma	18486	20081	5.56565908072307	12.2	72.6	9.4	24635	49672
Baker County	Oregon	16741	16134	10.5997272839965	19.9	71.2	11	21683	39704
Benton County	Oregon	78153	85579	7.01668633660127	19.1	57.2	30	26177	48012
Clackamas County	Oregon	338391	375992	5.86826581416626	9	70.7	21.3	31785	62007
Clatsop County	Oregon	35630	37039	9.61227354950188	12.8	62	22.7	25347	42223
Columbia County	Oregon	43560	49351	6.67814228688375	10.3	76.8	10.6	24613	55199
Coos County	Oregon	62779	63043	10.2020049807274	16.4	67	12.9	21981	37491
Crook County	Oregon	19182	20978	8.27109352655163	14	72.1	7.2	22275	46059
Curry County	Oregon	21137	22364	10.0769987479878	13.9	70.8	10.4	23842	37469
Deschutes County	Oregon	115367	157733	5.69275928309231	10.5	68	14.9	27920	53071
Douglas County	Oregon	100399	107667	9.71075631344795	15.6	70.6	12.1	21342	39711
Gilliam County	Oregon	1915	1871	14.6884019241048	10.6	66.6	6.3	25559	42148
Grant County	Oregon	7935	7445	10.0666218938885	14.4	72.6	5.3	22041	35974
Harney County	Oregon	7609	7422	11.2361897062786	18.5	63.9	7.6	20849	39036
Hood River County	Oregon	20411	22346	7.08601091918017	9.5	68.3	14	23930	51307
Jackson County	Oregon	181269	203206	7.46809149336142	14	63.3	17.3	24410	44142
Jefferson County	Oregon	19009	21720	6.39884898710866	20.1	70.2	11.2	20009	41425
Josephine County	Oregon	75726	82713	8.80246152358154	17.8	68.6	11.2	21539	38035
Klamath County	Oregon	63775	66380	9.70325399216632	16.6	68.7	12.2	22081	41818
Lake County	Oregon	7422	7895	10.5926535782141	17.5	68.4	4.9	22586	41105
Lane County	Oregon	322959	351715	7.68555506589142	16.7	60.8	23.1	23869	42923
Lincoln County	Oregon	44479	46034	9.07401051396794	16.2	67.2	16.2	24354	39738
Linn County	Oregon	103069	116672	7.17088933077345	15.6	68.2	16.8	22165	45832
Malheur County	Oregon	31615	31313	7.44869543001309	22.7	64.6	14.6	16335	39144
Marion County	Oregon	284834	315335	12.3923351356494	16	62	24.7	21915	46069
Morrow County	Oregon	10995	11173	7.87979951669203	15.3	71.2	11	20201	43902
